title,genre,subgenre,vocal_gender,mood,target_bpm,energy_score,activity_fit,hook_timing,style_influence,weirdness,minimum_duration_seconds,vocals_required,similarity_cluster,suno_prompt,status
Summer Sky,Modern Country Pop,Country Pop,female,front-porch,128,8,tailgate party,0:12,73,42,111,TRUE,moder-c02,"Country Pop, front-porch female lead vocal, harmonized country duet; 128 BPM; production: harmonized backing vocals, banjo pluck, claps and stomps; theme: the one that got away; hook at 0:12 (phone-number style chant); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Whiskey Night Reprise,Modern Country Pop,Country-Crossover,male,front-porch,94,8,small-town main street,0:10,74,53,163,TRUE,moder-c02,"Country-Crossover, front-porch male lead vocal, harmonized country duet; 94 BPM; production: harmonized backing vocals, banjo pluck, bright acoustic guitar; theme: Sunday porch hymn; hook at 0:10 (earworm vowel-loop hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sweet Kiss (feat. The Night),Modern Country Pop,Pop Country,male,anthemic,91,9,wedding first dance,0:06,70,40,101,TRUE,moder-c02,"Pop Country, anthemic male lead vocal, soft acoustic verse, big chorus; 91 BPM; production: bright acoustic guitar, harmonized backing vocals, twangy electric lead; theme: mama always said; hook at 0:06 (title-as-hook payoff); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Whiskey Roads III,Modern Country Pop,Bro Country Pop,male,patriotic-warm,104,6,small-town main street,0:10,70,47,186,TRUE,moder-c02,"Bro Country Pop, patriotic-warm male lead vocal, harmonized country duet; 104 BPM; production: harmonized backing vocals, tight pop drums, twangy electric lead; theme: Sunday porch hymn; hook at 0:10 (two-word chant hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sunday Jeans,Modern Country Pop,Country Pop,male,nostalgic,94,8,front porch,0:12,76,55,165,TRUE,moder-c03,"Country Pop, nostalgic male lead vocal, soft acoustic verse, big chorus; 94 BPM; production: banjo pluck, modern stadium drums, anthemic snare backbeat; theme: Friday night lights; hook at 0:12 (melodic ad-lib hook); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Roads (feat. The Night),Modern Country Pop,Country Pop,female,nostalgic,110,6,wedding first dance,0:12,76,51,185,TRUE,moder-c03,"Country Pop, nostalgic female lead vocal, raspy heartfelt male lead; 110 BPM; production: claps and stomps, slide guitar lick, banjo pluck; theme: long way home; hook at 0:12 (title-as-hook payoff); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Jeans,Modern Country Pop,Country Pop,female,nostalgic,114,9,small-town main street,0:08,65,41,113,TRUE,moder-c03,"Country Pop, nostalgic female lead vocal, harmonized country duet; 114 BPM; production: anthemic snare backbeat, banjo pluck, subtle 808 in chorus; theme: you and the truck; hook at 0:08 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Lonestar Hymn,Modern Country Pop,Pop Country,male,hopeful,132,6,small-town main street,0:10,79,48,181,TRUE,moder-c03,"Pop Country, hopeful male lead vocal, soft acoustic verse, big chorus; 132 BPM; production: tight pop drums, fiddle accent, twangy electric lead; theme: long way home; hook at 0:10 (title-as-hook payoff); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sunday Lullaby,Modern Country Pop,Pop Country,male,patriotic-warm,99,8,tailgate party,0:10,68,49,195,TRUE,moder-c03,"Pop Country, patriotic-warm male lead vocal, soft acoustic verse, big chorus; 99 BPM; production: banjo pluck, fiddle accent, twangy electric lead; theme: first beer first kiss; hook at 0:10 (two-word chant hook); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Cross,Modern Country Pop,Stadium Country,male,lovestruck,102,6,backroad summer drive,0:08,67,49,107,TRUE,moder-c03,"Stadium Country, lovestruck male lead vocal, anthemic belted chorus; 102 BPM; production: modern stadium drums, harmonized backing vocals, banjo pluck; theme: mama always said; hook at 0:08 (single-line repeatable hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Summer Dust,Modern Country Pop,Stadium Country,female,patriotic-warm,106,9,front porch,0:10,72,46,109,TRUE,moder-c03,"Stadium Country, patriotic-warm female lead vocal, bright country pop female lead; 106 BPM; production: claps and stomps, slide guitar lick, anthemic snare backbeat; theme: blue jeans and bourbon; hook at 0:10 (melodic ad-lib hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sunday Eyes,Modern Country Pop,Stadium Country,male,nostalgic,122,6,small-town main street,0:08,68,46,153,TRUE,moder-c03,"Stadium Country, nostalgic male lead vocal, soft acoustic verse, big chorus; 122 BPM; production: warm pedal steel, bright acoustic guitar, modern stadium drums; theme: Sunday porch hymn; hook at 0:08 (pre-chorus build into anthemic hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Hour,Modern Country Pop,Bro Country Pop,male,heartbroken,105,9,wedding first dance,0:06,80,54,175,TRUE,moder-c03,"Bro Country Pop, heartbroken male lead vocal, soft acoustic verse, big chorus; 105 BPM; production: harmonized backing vocals, banjo pluck, subtle 808 in chorus; theme: Sunday porch hymn; hook at 0:06 (two-word chant hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sunday Cross,Modern Country Pop,Stadium Country,female,anthemic,99,8,backroad summer drive,0:10,68,55,101,TRUE,moder-c03,"Stadium Country, anthemic female lead vocal, harmonized country duet; 99 BPM; production: fiddle accent, bright acoustic guitar, tight pop drums; theme: ring on her finger; hook at 0:10 (single-line repeatable hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Boots Hour,Modern Country Pop,Country-Crossover,male,patriotic-warm,126,8,backroad summer drive,0:06,76,45,135,TRUE,moder-c04,"Country-Crossover, patriotic-warm male lead vocal, raspy heartfelt male lead; 126 BPM; production: twangy electric lead, bright acoustic guitar, slide guitar lick; theme: the one that got away; hook at 0:06 (two-word chant hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Saturday Love,Modern Country Pop,Country Pop,female,heartbroken,109,6,tailgate party,0:08,72,54,147,TRUE,moder-c04,"Country Pop, heartbroken female lead vocal, warm twangy lead; 109 BPM; production: claps and stomps, slide guitar lick, modern stadium drums; theme: backroad nostalgia; hook at 0:08 (echoed call-and-response hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Highway Kiss,Modern Country Pop,Stadium Country,female,celebratory,123,6,small-town main street,0:06,79,52,199,TRUE,moder-c04,"Stadium Country, celebratory female lead vocal, anthemic belted chorus; 123 BPM; production: anthemic snare backbeat, tight pop drums, warm pedal steel; theme: backroad nostalgia; hook at 0:06 (earworm vowel-loop hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Summer Cross,Modern Country Pop,Country Power Ballad,male,anthemic,102,6,front porch,0:08,79,51,93,TRUE,moder-c04,"Country Power Ballad, anthemic male lead vocal, anthemic belted chorus; 102 BPM; production: slide guitar lick, twangy electric lead, fiddle accent; theme: ring on her finger; hook at 0:08 (two-word chant hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Backroad Sky,Modern Country Pop,Stadium Country,male,wistful,112,9,front porch,0:10,71,47,147,TRUE,moder-c04,"Stadium Country, wistful male lead vocal, soft acoustic verse, big chorus; 112 BPM; production: subtle 808 in chorus, anthemic snare backbeat, claps and stomps; theme: Sunday porch hymn; hook at 0:10 (pre-chorus build into anthemic hook); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Bourbon Jeans III,Modern Country Pop,Country-Crossover,male,tender,124,6,wedding first dance,0:12,71,53,114,TRUE,moder-c04,"Country-Crossover, tender male lead vocal, bright country pop female lead; 124 BPM; production: fiddle accent, tight pop drums, banjo pluck; theme: backroad nostalgia; hook at 0:12 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Night,Modern Country Pop,Country Power Ballad,male,hopeful,125,8,wedding first dance,0:08,78,40,95,TRUE,moder-c04,"Country Power Ballad, hopeful male lead vocal, bright country pop female lead; 125 BPM; production: fiddle accent, claps and stomps, modern stadium drums; theme: Sunday porch hymn; hook at 0:08 (earworm vowel-loop hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Dixie Love,Modern Country Pop,Pop Country,female,playful,106,9,bonfire night,0:08,68,53,174,TRUE,moder-c04,"Pop Country, playful female lead vocal, harmonized country duet; 106 BPM; production: banjo pluck, modern stadium drums, slide guitar lick; theme: ring on her finger; hook at 0:08 (name-drop hook); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Whiskey Lights,Modern Country Pop,Pop Country,male,yearning,109,9,wedding first dance,0:10,65,45,157,TRUE,moder-c04,"Pop Country, yearning male lead vocal, harmonized country duet; 109 BPM; production: claps and stomps, banjo pluck, slide guitar lick; theme: backroad nostalgia; hook at 0:10 (title-as-hook payoff); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Cross,Modern Country Pop,Country Pop,female,celebratory,121,6,bonfire night,0:12,67,43,166,TRUE,moder-c04,"Country Pop, celebratory female lead vocal, raspy heartfelt male lead; 121 BPM; production: anthemic snare backbeat, warm pedal steel, bright acoustic guitar; theme: she's the whole damn town; hook at 0:12 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Highway Cross,Modern Country Pop,Country Power Ballad,male,celebratory,121,7,small-town main street,0:08,76,55,195,TRUE,moder-c05,"Country Power Ballad, celebratory male lead vocal, raspy heartfelt male lead; 121 BPM; production: anthemic snare backbeat, bright acoustic guitar, claps and stomps; theme: Sunday porch hymn; hook at 0:08 (melodic ad-lib hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Tailgate Dust (feat. The Night),Modern Country Pop,Country Power Ballad,female,celebratory,106,7,wedding first dance,0:06,73,48,136,TRUE,moder-c05,"Country Power Ballad, celebratory female lead vocal, anthemic belted chorus; 106 BPM; production: subtle 808 in chorus, twangy electric lead, banjo pluck; theme: long way home; hook at 0:06 (pre-chorus build into anthemic hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Front Town,Modern Country Pop,Country Pop,female,anthemic,108,9,front porch,0:12,80,53,170,TRUE,moder-c05,"Country Pop, anthemic female lead vocal, soft acoustic verse, big chorus; 108 BPM; production: claps and stomps, fiddle accent, anthemic snare backbeat; theme: mama always said; hook at 0:12 (post-chorus 'oh-oh' tag); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Highway Hour,Modern Country Pop,Country Power Ballad,female,tender,100,6,wedding first dance,0:12,66,40,121,TRUE,moder-c05,"Country Power Ballad, tender female lead vocal, soft acoustic verse, big chorus; 100 BPM; production: subtle 808 in chorus, modern stadium drums, slide guitar lick; theme: first beer first kiss; hook at 0:12 (melodic ad-lib hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Hometown Sky,Modern Country Pop,Pop Country,female,patriotic-warm,118,9,bonfire night,0:06,70,45,178,TRUE,moder-c05,"Pop Country, patriotic-warm female lead vocal, anthemic belted chorus; 118 BPM; production: anthemic snare backbeat, harmonized backing vocals, twangy electric lead; theme: mama always said; hook at 0:06 (melodic ad-lib hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sweet Porch (feat. The Night),Modern Country Pop,Country Pop,female,front-porch,88,9,bonfire night,0:12,71,53,143,TRUE,moder-c05,"Country Pop, front-porch female lead vocal, bright country pop female lead; 88 BPM; production: anthemic snare backbeat, warm pedal steel, slide guitar lick; theme: backroad nostalgia; hook at 0:12 (single-line repeatable hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Town,Modern Country Pop,Pop Country,male,tender,107,6,tailgate party,0:10,67,43,139,TRUE,moder-c05,"Pop Country, tender male lead vocal, raspy heartfelt male lead; 107 BPM; production: slide guitar lick, anthemic snare backbeat, harmonized backing vocals; theme: blue jeans and bourbon; hook at 0:10 (echoed call-and-response hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Eyes,Modern Country Pop,Country Power Ballad,male,celebratory,115,9,wedding first dance,0:08,71,45,93,TRUE,moder-c05,"Country Power Ballad, celebratory male lead vocal, raspy heartfelt male lead; 115 BPM; production: anthemic snare backbeat, harmonized backing vocals, bright acoustic guitar; theme: she's the whole damn town; hook at 0:08 (name-drop hook); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Truck,Modern Country Pop,Bro Country Pop,female,lovestruck,112,8,bonfire night,0:06,70,51,172,TRUE,moder-c05,"Bro Country Pop, lovestruck female lead vocal, warm twangy lead; 112 BPM; production: harmonized backing vocals, warm pedal steel, bright acoustic guitar; theme: Sunday porch hymn; hook at 0:06 (title-as-hook payoff); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Porch,Modern Country Pop,Country-Crossover,female,hopeful,119,6,wedding first dance,0:08,77,53,138,TRUE,moder-c05,"Country-Crossover, hopeful female lead vocal, bright country pop female lead; 119 BPM; production: subtle 808 in chorus, modern stadium drums, claps and stomps; theme: long way home; hook at 0:08 (single-line repeatable hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Front Kiss,Modern Country Pop,Country Pop,female,patriotic-warm,131,7,small-town main street,0:10,75,48,126,TRUE,moder-c06,"Country Pop, patriotic-warm female lead vocal, harmonized country duet; 131 BPM; production: fiddle accent, subtle 808 in chorus, tight pop drums; theme: first beer first kiss; hook at 0:10 (single-line repeatable hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Saturday Jeans,Modern Country Pop,Country Power Ballad,female,yearning,124,8,front porch,0:06,66,49,127,TRUE,moder-c06,"Country Power Ballad, yearning female lead vocal, soft acoustic verse, big chorus; 124 BPM; production: claps and stomps, tight pop drums, anthemic snare backbeat; theme: blue jeans and bourbon; hook at 0:06 (post-chorus 'oh-oh' tag); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Hour,Modern Country Pop,Country Pop,male,hopeful,114,7,backroad summer drive,0:10,70,40,182,TRUE,moder-c06,"Country Pop, hopeful male lead vocal, harmonized country duet; 114 BPM; production: slide guitar lick, modern stadium drums, twangy electric lead; theme: mama always said; hook at 0:10 (name-drop hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Bourbon Town,Modern Country Pop,Country Power Ballad,female,celebratory,90,9,wedding first dance,0:12,78,44,169,TRUE,moder-c06,"Country Power Ballad, celebratory female lead vocal, harmonized country duet; 90 BPM; production: slide guitar lick, modern stadium drums, harmonized backing vocals; theme: the one that got away; hook at 0:12 (phone-number style chant); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Porch,Modern Country Pop,Country-Crossover,male,nostalgic,110,7,backroad summer drive,0:08,75,55,122,TRUE,moder-c06,"Country-Crossover, nostalgic male lead vocal, warm twangy lead; 110 BPM; production: claps and stomps, harmonized backing vocals, bright acoustic guitar; theme: blue jeans and bourbon; hook at 0:08 (melodic ad-lib hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Sweet Truck,Modern Country Pop,Pop Country,female,front-porch,112,9,wedding first dance,0:12,70,43,94,TRUE,moder-c06,"Pop Country, front-porch female lead vocal, warm twangy lead; 112 BPM; production: twangy electric lead, slide guitar lick, warm pedal steel; theme: you and the truck; hook at 0:12 (echoed call-and-response hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Lights,Modern Country Pop,Bro Country Pop,female,wistful,110,6,bonfire night,0:12,79,45,92,TRUE,moder-c06,"Bro Country Pop, wistful female lead vocal, warm twangy lead; 110 BPM; production: harmonized backing vocals, bright acoustic guitar, claps and stomps; theme: mama always said; hook at 0:12 (pre-chorus build into anthemic hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Memory Reprise,Modern Country Pop,Country Pop,male,nostalgic,124,6,front porch,0:08,67,40,102,TRUE,moder-c06,"Country Pop, nostalgic male lead vocal, bright country pop female lead; 124 BPM; production: slide guitar lick, claps and stomps, fiddle accent; theme: the one that got away; hook at 0:08 (name-drop hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Jeans (feat. The Night),Modern Country Pop,Country-Crossover,male,heartbroken,123,9,backroad summer drive,0:12,80,55,126,TRUE,moder-c06,"Country-Crossover, heartbroken male lead vocal, bright country pop female lead; 123 BPM; production: anthemic snare backbeat, bright acoustic guitar, subtle 808 in chorus; theme: backroad nostalgia; hook at 0:12 (two-word chant hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Hometown Lullaby (feat. The Night),Modern Country Pop,Country Power Ballad,male,wistful,107,6,front porch,0:06,70,45,93,TRUE,moder-c06,"Country Power Ballad, wistful male lead vocal, raspy heartfelt male lead; 107 BPM; production: bright acoustic guitar, slide guitar lick, twangy electric lead; theme: ring on her finger; hook at 0:06 (name-drop hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Bourbon Love III,Modern Country Pop,Stadium Country,male,hopeful,132,9,bonfire night,0:12,71,44,107,TRUE,moder-c07,"Stadium Country, hopeful male lead vocal, warm twangy lead; 132 BPM; production: harmonized backing vocals, subtle 808 in chorus, bright acoustic guitar; theme: she's the whole damn town; hook at 0:12 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Porch Reborn,Modern Country Pop,Bro Country Pop,male,wistful,114,8,front porch,0:08,80,48,159,TRUE,moder-c07,"Bro Country Pop, wistful male lead vocal, soft acoustic verse, big chorus; 114 BPM; production: modern stadium drums, twangy electric lead, bright acoustic guitar; theme: Sunday porch hymn; hook at 0:08 (pre-chorus build into anthemic hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Lonestar Lullaby,Modern Country Pop,Stadium Country,male,heartbroken,116,7,tailgate party,0:08,78,42,192,TRUE,moder-c07,"Stadium Country, heartbroken male lead vocal, bright country pop female lead; 116 BPM; production: banjo pluck, subtle 808 in chorus, bright acoustic guitar; theme: blue jeans and bourbon; hook at 0:08 (two-word chant hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Summer Memory,Modern Country Pop,Bro Country Pop,female,anthemic,112,6,front porch,0:12,69,48,119,TRUE,moder-c07,"Bro Country Pop, anthemic female lead vocal, anthemic belted chorus; 112 BPM; production: twangy electric lead, anthemic snare backbeat, harmonized backing vocals; theme: small town big love; hook at 0:12 (melodic ad-lib hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Jeans (feat. The Night),Modern Country Pop,Country Pop,female,yearning,132,9,wedding first dance,0:12,74,42,180,TRUE,moder-c07,"Country Pop, yearning female lead vocal, warm twangy lead; 132 BPM; production: subtle 808 in chorus, tight pop drums, harmonized backing vocals; theme: you and the truck; hook at 0:12 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Boots Jeans (feat. The Night),Modern Country Pop,Country Power Ballad,female,lovestruck,116,8,bonfire night,0:12,79,49,156,TRUE,moder-c07,"Country Power Ballad, lovestruck female lead vocal, raspy heartfelt male lead; 116 BPM; production: modern stadium drums, banjo pluck, bright acoustic guitar; theme: small town big love; hook at 0:12 (title-as-hook payoff); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Town,Modern Country Pop,Stadium Country,female,yearning,101,8,tailgate party,0:10,76,45,132,TRUE,moder-c07,"Stadium Country, yearning female lead vocal, bright country pop female lead; 101 BPM; production: fiddle accent, harmonized backing vocals, bright acoustic guitar; theme: long way home; hook at 0:10 (phone-number style chant); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Highway Hour (feat. The Night),Modern Country Pop,Country Power Ballad,female,patriotic-warm,90,7,wedding first dance,0:06,80,42,144,TRUE,moder-c07,"Country Power Ballad, patriotic-warm female lead vocal, soft acoustic verse, big chorus; 90 BPM; production: claps and stomps, anthemic snare backbeat, warm pedal steel; theme: small town big love; hook at 0:06 (pre-chorus build into anthemic hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
